countyFips,placeFips,area,year,cbBuildingPermit,sdoBuildingPermit,totalPopulation,householdPopulation,personsPerHousehold,totalHousingUnits,occupiedHousingUnits,vacantHousingUnits
037,04110,Avon,2017,7,0,"6,579","6,579",2.777121148,"3,666","2,369","1,297"
001,04000,Aurora (Part),2013,28,28,"42,327","41,418",3.075061252,"14,350","13,469",881
089,42110,La Junta,2014,2,321,"6,890","6,607",2.327227897,"3,427","2,839",588
065,99990,Unincorp. Area,2011,19,0,"4,662","4,658",2.643586833,"2,597","1,762",835
027,70250,Silver Cliff,2016,3,0,628,628,1.974842767,417,318,99
999,24950,Erie (Total),2015,287,252,"21,772","21,772",2.899453989,"7,569","7,509",60
009,61315,Pritchett,2017,,0,126,126,2.423076923,76,52,24
005,08070,Bow Mar (Part),2017,0,0,664,664,3.192307692,216,208,8
001,45530,Lochbuie (Part),2017,0,0,2,2,2,1,1,0
039,99990,Unincorp. Area,2012,30,25,"20,549","20,541",2.757787325,"7,891","7,448",443
999,32650,Green Mtn Falls (Total),2012,1,1,833,809,1.987714988,595,407,188
067,05265,Bayfield,2011,13,0,"2,391","2,391",2.584864865,989,925,64
105,99990,Unincorp. Area,2013,7,15,"5,138","5,041",2.50347567,"3,181","2,014","1,167"
115,39965,Julesburg,2014,1,0,"1,197","1,162",2.086175943,731,557,174
079,14765,City of Creede,2017,2,0,306,306,1.821428571,284,168,116
013,24950,Erie (Part),2017,190,148,"10,589","10,589",2.966937518,"3,569","3,569",0
041,00000,EL PASO COUNTY,2015,"3,316",0,"675,663","655,095",2.558405193,"265,769","256,056","9,713"
009,73330,Springfield,2012,2,0,"1,426","1,366",2.095092025,830,652,178
013,82735,Ward,2016,1,0,156,156,2,102,78,24
099,43110,Lamar,2017,1,1,"7,460","7,195",2.430743243,"3,673","2,960",713
123,19080,Dacono,2016,130,130,"5,229","5,229",2.835683297,"1,844","1,844",0
033,99990,Unincorp. Area,2010,,0,"1,062","1,062",2.288793103,898,464,434
999,32650,Green Mtn Falls (Total),2011,3,3,825,801,1.987593052,594,403,191
041,16000,Colorado Springs,2011,913,913,"428,501","418,883",2.436400333,"181,095","171,927","9,168"
023,68105,San Luis,2013,4,4,628,628,2.211267606,393,284,109
115,68930,Sedgwick,2018,0,,138,138,1.916666667,110,72,38
999,45255,Littleton (Total),2015,446,917,"46,201","45,710",2.260074166,"20,226","20,225",1
073,00000,LINCOLN COUNTY,2017,10,0,"5,520","4,567",2.278942116,"2,470","2,004",466
075,38590,Iliff,2013,0,0,261,261,2.509615385,128,104,24
071,08345,Branson,2015,0,0,64,64,2.206896552,45,29,16
005,28105,Foxfield,2013,3,0,755,740,2.771535581,267,267,0
081,99990,Unincorp. Area,2010,4,0,"3,999","3,996",2.578064516,"1,943","1,550",393
101,62000,Pueblo,2017,193,87,"110,915","107,070",2.368910129,"48,544","45,198","3,346"
117,28690,Frisco,2018,89,34,"3,194","3,194",2.067313916,"3,578","1,545","2,033"
999,75640,Superior (Total),2015,17,17,"12,932","12,932",2.776298841,"4,719","4,658",61
089,42110,La Junta,2010,0,0,"7,083","6,800",2.327173169,"3,424","2,922",502
069,85485,Windsor (Part),2013,180,180,"5,530","5,530",2.921288959,"1,982","1,893",89
021,00000,CONEJOS COUNTY,2017,20,0,"8,121","8,085",2.637846656,"4,405","3,065","1,340"
105,12855,Center (Part),2014,0,0,206,206,2.481927711,96,83,13
059,52350,Mountain View,2017,3,0,539,539,1.967153285,288,274,14
001,16495,Commerce City,2015,354,353,"53,371","53,020",3.188022368,"16,740","16,631",109
123,27700,Fort Lupton,2011,1,2,"7,523","7,523",3.085726005,"2,552","2,438",114
099,85045,Wiley,2013,0,0,398,398,2.503144654,197,159,38
069,83230,Wellington,2018,188,,"9,894","9,894",2.876999128,"3,536","3,439",97
075,73935,Sterling,2013,3,3,"13,863","10,763",2.251202677,"5,413","4,781",632
027,83450,Westcliffe,2011,4,2,440,425,2.093596059,292,203,89
063,74485,Stratton,2017,0,0,645,639,2.274021352,346,281,65
071,15550,Cokedale,2011,1,0,125,125,2.450980392,95,51,44
123,25280,Evans,2017,71,0,"20,452","20,448",2.944700461,"6,989","6,944",45
999,45255,Littleton (Total),2018,82,"1,557","47,929","47,438",2.257017794,"21,020","21,018",2
119,86090,Woodland Park,2017,75,52,"7,667","7,667",2.466859717,"3,386","3,108",278
077,00000,MESA COUNTY,2018,755,,"153,629","148,489",2.458956398,"67,458","60,387","7,071"
085,54935,Nucla,2016,0,0,696,696,2.312292359,375,301,74
081,00000,MOFFAT COUNTY,2014,9,0,"12,951","12,849",2.506143944,"6,239","5,127","1,112"
113,99990,Unincorp. Area,2018,31,38,"3,346","3,337",2.254557731,"2,286","1,481",805
049,31715,Grand Lake,2010,2,15,469,466,1.957983193,920,238,682
041,57025,Palmer Lake,2016,15,0,"2,695","2,692",2.530075188,"1,154","1,064",90
029,99990,Unincorp. Area,2013,8,8,"13,455","13,138",2.411527166,"6,743","5,448","1,295"
057,82130,Walden,2017,2,19,592,590,2.084805654,380,283,97
115,99990,Unincorp. Area,2014,2,1,678,678,2.245033113,402,302,100
041,62660,Ramah,2016,0,0,128,128,2.206896552,68,58,10
057,00000,JACKSON COUNTY,2016,4,0,"1,357","1,355",2.147385103,"1,313",631,682
091,00000,OURAY COUNTY,2012,19,0,"4,496","4,496",2.194241093,"3,126","2,049","1,077"
071,15550,Cokedale,2010,0,0,128,128,2.41509434,94,53,41
045,12045,Carbondale,2014,14,0,"6,527","6,422",2.808045474,"2,494","2,287",207
059,00000,JEFFERSON COUNTY,2010,102,0,"535,651","528,224",2.416052618,"230,181","218,631","11,550"
069,00000,LARIMER COUNTY,2016,"2,588",0,"339,063","329,740",2.425486215,"146,095","135,948","10,147"
121,00925,Akron,2016,1,2,"1,662","1,478",2.148255814,848,688,160
073,00000,LINCOLN COUNTY,2018,11,,"5,580","4,579",2.279243405,"2,481","2,009",472
123,40515,Kersey,2013,7,0,"1,535","1,535",2.940613027,542,522,20
999,04000,Aurora (Total),2016,538,538,"362,319","360,103",2.653415664,"136,206","135,713",493
123,55045,Nunn,2017,2,0,458,458,2.50273224,203,183,20
033,64090,Rico,2016,0,0,265,265,2.12,212,125,87
005,33035,Greenwood Village,2012,8,7,"14,441","14,388",2.404411765,"6,326","5,984",342
123,85485,Windsor (Part),2018,454,812,"21,724","21,621",2.703638865,"8,054","7,997",57
101,99990,Unincorp. Area,2016,88,0,"54,086","53,818",2.655449746,"22,106","20,267","1,839"
029,99990,Unincorp. Area,2016,,0,"13,538","13,058",2.411449677,"6,766","5,415","1,351"
099,34520,Hartman,2017,0,0,77,77,2.333333333,48,33,15
123,50480,Milliken,2010,1,0,"5,627","5,627",3.013926085,"1,979","1,867",112
037,04110,Avon,2014,10,12,"6,552","6,552",2.777448071,"3,644","2,359","1,285"
061,34740,Haswell,2015,0,0,68,68,2.060606061,42,33,9
083,48115,Mancos,2015,3,3,"1,357","1,284",2.313513514,619,555,64
101,62000,Pueblo,2018,252,168,"111,650","107,815",2.368883616,"48,776","45,513","3,263"
075,50040,Merino,2018,0,,277,277,2.638095238,121,105,16
041,16000,Colorado Springs,2015,"2,106","2,106","450,505","440,541",2.43639149,"187,549","180,817","6,732"
073,00000,LINCOLN COUNTY,2014,8,0,"5,511","4,479",2.279389313,"2,444","1,965",479
059,43000,Lakewood,2012,116,113,"145,876","143,705",2.271620746,"66,128","63,261","2,867"
029,57300,Paonia,2016,0,0,"1,421","1,384",2.152410575,748,643,105
067,00000,LA PLATA COUNTY,2014,275,0,"53,924","51,945",2.352368445,"26,685","22,082","4,603"
043,09115,Brookside,2018,1,1,233,233,2.452631579,100,95,5
087,09555,Brush,2015,0,0,"5,341","4,968",2.438880707,"2,295","2,037",258
069,25115,Estes Park,2017,36,36,"6,287","6,250",2.08194537,"4,334","3,002","1,332"
025,55705,Olney Springs,2013,0,0,336,336,2.564885496,161,131,30
011,43660,Las Animas,2017,0,0,"2,179","2,101",2.321546961,"1,214",905,309
123,45970,Longmont (Part),2015,0,0,137,121,1.753623188,90,69,21
123,49600,Mead,2018,36,,"4,673","4,673",3.040338321,"1,567","1,537",30
075,00000,LOGAN COUNTY,2012,13,0,"21,897","18,644",2.336926548,"9,013","7,978","1,035"
123,37820,Hudson,2015,0,0,"1,584","1,584",2.906422018,563,545,18
071,73715,Starkville,2018,0,,53,53,2.304347826,35,23,12
085,55540,Olathe,2017,0,0,"1,784","1,716",3.021126761,634,568,66
087,09555,Brush,2018,0,,"5,399","5,026",2.438622028,"2,295","2,061",234
043,99990,Unincorp. Area,2013,45,36,"24,652","17,953",2.319419,"9,592","7,642","1,950"
049,31715,Grand Lake,2015,6,0,483,480,1.959183673,974,245,729
999,06255,Berthoud (Total),2013,81,41,"5,348","5,279",2.51860687,"2,156","2,096",60
013,47070,Lyons,2014,4,0,"2,013","2,013",2.359906213,875,853,22
107,55155,Oak Creek,2011,1,0,877,877,2.248717949,513,390,123
091,99990,Unincorp. Area,2014,21,0,"2,619","2,619",2.163501239,"1,850","1,211",639
037,80040,Vail,2010,1,0,"5,288","5,287",2.036594761,"7,231","2,596","4,635"
055,44100,La Veta,2011,0,0,771,771,1.9275,567,400,167
027,99990,Unincorp. Area,2013,51,54,"3,218","3,218",2.171390013,"3,443","1,482","1,961"
113,52550,Mountain Village,2018,6,11,"1,420","1,420",1.757425743,"2,099",808,"1,291"
051,99990,Unincorp. Area,2017,61,60,"7,535","7,445",2.30955335,"5,930","3,224","2,706"
023,68105,San Luis,2011,4,0,637,637,2.211805556,386,288,98
067,05265,Bayfield,2012,17,0,"2,440","2,440",2.584745763,"1,006",944,62
123,24950,Erie (Part),2010,14,71,"10,012","10,012",2.803696444,"3,786","3,571",215
013,24950,Erie (Part),2014,99,99,"9,309","9,309",2.974121406,"3,130","3,130",0
107,55155,Oak Creek,2012,1,1,878,878,2.251282051,513,390,123
005,00000,ARAPAHOE COUNTY,2017,"4,311",0,"644,285","640,010",2.557891371,"252,944","250,210","2,734"
075,50040,Merino,2013,0,0,280,280,2.641509434,121,106,15
123,25280,Evans,2018,133,172,"20,972","20,968",2.944530263,"7,188","7,121",67
089,42110,La Junta,2011,1,367,"7,075","6,792",2.327621659,"3,425","2,918",507
045,70195,Silt,2014,8,0,"2,997","2,997",2.970267592,"1,096","1,009",87
093,99990,Unincorp. Area,2010,26,0,"15,308","15,216",2.249889102,"13,362","6,763","6,599"
999,24950,Erie (Total),2016,431,428,"23,051","23,051",2.897674419,"7,987","7,955",32
051,99990,Unincorp. Area,2014,39,0,"7,070","6,980",2.310059563,"5,869","3,022","2,847"
039,00000,ELBERT COUNTY,2012,30,0,"23,244","23,171",2.74635534,"9,010","8,437",573
005,16385,Columbine Valley,2010,0,0,"1,259","1,259",2.558943089,530,492,38
035,43550,Larkspur,2017,2,0,203,203,2.255555556,98,90,8
123,50480,Milliken,2016,83,83,"6,632","6,632",3.011807448,"2,202","2,202",0
009,73330,Springfield,2017,1,0,"1,315","1,255",2.095158598,831,599,232
999,85485,Windsor (Total),2016,348,348,"24,631","24,528",2.760607766,"9,030","8,885",145
079,00000,MINERAL COUNTY,2017,14,0,754,754,2.005319149,"1,268",376,892
117,20440,Dillon,2016,4,0,971,971,1.985685072,"1,311",489,822
095,34960,Haxtun,2011,2,2,939,919,2.286069652,500,402,98
037,22200,Eagle,2011,4,10,"6,497","6,428",2.95676173,"2,422","2,174",248
023,00000,COSTILLA COUNTY,2014,27,0,"3,573","3,573",2.272900763,"2,720","1,572","1,148"
007,99990,Unincorp. Area,2011,36,36,"10,319","10,256",2.262020291,"7,870","4,534","3,336"
119,32650,Green Mtn. Falls (Part),2016,0,0,28,28,1.866666667,33,15,18
101,62000,Pueblo,2015,78,81,"108,734","105,006",2.368894805,"48,189","44,327","3,862"
003,00000,ALAMOSA COUNTY,2010,8,0,"15,474","14,734",2.452396804,"6,561","6,008",553
087,00000,MORGAN COUNTY,2010,5,0,"28,196","27,632",2.680896478,"11,494","10,307","1,187"
045,99990,Unincorp. Area,2013,22,28,"22,902","22,470",2.710615199,"9,852","8,290","1,562"
001,77290,Thornton (Part),2018,"1,034",925,"141,062","140,600",3.022420946,"47,835","46,519","1,316"
097,03620,Aspen,2018,27,,"7,385","7,343",1.881855459,"6,838","3,902","2,936"
077,19355,De Beque,2018,3,,502,500,2.645502646,229,189,40
051,18310,Crested Butte,2011,7,0,"1,496","1,496",2.0521262,"1,076",729,347
001,77290,Thornton (Part),2014,306,315,"130,651","130,189",2.944919472,"44,860","44,208",652
033,21265,Dove Creek,2011,0,0,725,725,2.37704918,360,305,55
019,12910,Central City (Part),2010,0,0,,,,0,,
053,99990,Unincorp. Area,2012,6,0,416,360,2.236024845,950,161,789
123,22860,Eaton,2016,48,52,"5,094","5,094",2.768478261,"1,866","1,840",26
113,99990,Unincorp. Area,2012,0,0,"3,065","3,056",2.254424779,"2,171","1,356",815
095,99990,Unincorp. Area,2013,5,0,"1,127","1,127",2.515625,536,448,88
017,00000,CHEYENNE COUNTY,2014,1,0,"1,847","1,805",2.281921618,986,791,195
055,82350,Walsenburg,2010,0,0,"3,045","2,989",2.119858156,"1,762","1,410",352
071,99990,Unincorp. Area,2010,4,0,"5,507","5,028",2.272603978,"3,335","2,212","1,123"
069,77510,Timnath,2010,0,39,628,628,2.920930233,244,215,29
077,00000,MESA COUNTY,2015,630,0,"148,657","143,674",2.460171233,"65,440","58,400","7,040"
063,26765,Flagler,2013,0,0,560,560,2.081784387,328,269,59
071,73715,Starkville,2015,0,0,51,51,2.318181818,35,22,13
005,04000,Aurora (Part),2014,"1,441","1,441","308,102","306,816",2.595867811,"120,006","118,194","1,812"
059,99990,Unincorp. Area,2013,262,0,"193,002","191,304",2.54821909,"77,870","75,074","2,796"
999,83835,Westminster (Total),2018,124,125,"113,537","113,088",2.577151842,"44,627","43,881",746
059,84440,Wheat Ridge,2017,34,36,"31,380","30,826",2.11877105,"15,072","14,549",523
001,08675,Brighton (Part),2018,359,183,"40,174","38,631",3.051662849,"12,884","12,659",225
999,45530,Lochbuie (Total),2018,187,182,"6,833","6,833",2.897794741,"2,394","2,358",36
067,99990,Unincorp. Area,2012,98,0,"32,082","31,989",2.428191893,"17,020","13,174","3,846"
123,33310,Grover,2014,0,0,143,143,2.2,90,65,25
091,56420,Ouray,2015,1,1,"1,006","1,006",2.186956522,809,460,349
119,00000,TELLER COUNTY,2011,36,0,"23,336","23,204",2.367996734,"12,691","9,799","2,892"
099,85045,Wiley,2018,0,,392,392,2.496815287,198,157,41
067,22035,Durango,2011,54,53,"16,999","15,379",2.175555241,"7,902","7,069",833
089,65190,Rocky Ford,2012,0,0,"3,910","3,840",2.4,"1,869","1,600",269
069,83230,Wellington,2016,231,221,"8,293","8,293",2.876517516,"2,934","2,883",51
051,00000,GUNNISON COUNTY,2017,103,0,"16,884","15,852",2.220168067,"11,663","7,140","4,523"
085,51745,Montrose,2015,42,43,"18,778","18,330",2.373737374,"8,872","7,722","1,150"
037,22200,Eagle,2014,14,14,"6,643","6,574",2.955935252,"2,441","2,224",217
037,63265,Red Cliff,2017,0,20,280,280,2.276422764,147,123,24
013,07850,Boulder,2013,415,415,"103,112","93,697",2.160011988,"44,536","43,378","1,158"
003,37380,Hooper,2017,0,0,100,100,2.325581395,62,43,19
099,00000,PROWERS COUNTY,2015,4,0,"11,939","11,624",2.479522184,"5,964","4,688","1,276"
059,30835,Golden,2012,63,0,"19,417","17,024",2.236174964,"7,861","7,613",248
109,18420,Crestone,2010,1,7,145,145,2.132352941,109,68,41
123,19080,Dacono,2013,8,8,"4,411","4,411",2.845806452,"1,597","1,550",47
075,99990,Unincorp. Area,2011,12,0,"6,604","6,508",2.472644377,"2,957","2,632",325
075,18640,Crook,2017,0,0,107,107,1.945454545,76,55,21
081,20495,Dinosaur,2014,0,0,316,316,2.590163934,175,122,53
013,41835,Lafayette,2012,318,318,"25,816","25,726",2.535580524,"10,315","10,146",169
029,55980,Orchard City,2017,6,0,"3,096","3,041",2.342835131,"1,439","1,298",141
051,00000,GUNNISON COUNTY,2010,22,0,"15,309","14,459",2.220703425,"11,431","6,511","4,920"
071,78610,Trinidad,2010,1,4,"9,033","8,654",2.309580998,"4,375","3,747",628
061,00000,KIOWA COUNTY,2014,4,0,"1,377","1,363",2.238095238,820,609,211
051,52570,Mount Crested Butte/G,2012,2,0,802,802,2.005,"1,512",400,"1,112"
123,60160,Platteville,2014,1,1,"2,713","2,713",2.880042463,978,942,36
071,00000,LAS ANIMAS COUNTY,2017,4,0,"14,210","13,328",2.27984947,"8,542","5,846","2,696"
041,99990,Unincorp. Area,2016,807,0,"184,237","173,693",2.878666843,"61,853","60,338","1,515"
025,18750,Crowley,2013,0,0,171,171,2.220779221,88,77,11
103,49875,Meeker,2015,0,0,"2,340","2,297",2.400208986,"1,206",957,249
047,07025,Black Hawk,2018,0,,114,114,2,62,57,5
043,09115,Brookside,2017,2,2,233,233,2.452631579,100,95,5
043,00000,FREMONT COUNTY,2011,53,0,"47,428","38,370",2.31297848,"19,344","16,589","2,755"
063,10600,Burlington,2010,0,0,"4,253","3,184",2.356772761,"1,478","1,351",127
055,00000,HUERFANO COUNTY,2011,30,0,"6,504","6,339",2.087257162,"5,113","3,037","2,076"
001,26270,Federal Heights,2017,37,105,"13,779","13,779",2.585178236,"5,441","5,330",111
071,00000,LAS ANIMAS COUNTY,2013,130,0,"14,371","13,585",2.29437595,"8,488","5,921","2,567"
083,48115,Mancos,2017,3,6,"1,411","1,338",2.314878893,638,578,60
005,16385,Columbine Valley,2011,1,0,"1,279","1,279",2.558,531,500,31
123,40185,Keenesburg,2016,0,0,"1,207","1,198",2.576344086,467,465,2
043,11810,Canon City,2015,11,0,"16,182","14,608",2.232956282,"7,337","6,542",795
055,82350,Walsenburg,2015,0,1,"2,879","2,823",2.119369369,"1,762","1,332",430
999,39855,Johnstown (Total),2012,168,168,"11,011","11,011",2.925345377,"3,918","3,764",154
123,99990,Unincorp. Area,2015,158,157,"46,947","46,908",2.715754021,"17,788","17,221",567
049,99990,Unincorp. Area,2010,24,27,"8,152","7,988",2.248873874,"8,964","3,552","5,412"
009,79270,Two Buttes,2013,0,0,41,41,1.64,37,25,12
059,30835,Golden,2011,33,0,"19,364","16,766",2.23606295,"7,799","7,498",301
025,74815,Sugar City,2010,0,0,259,259,2.232758621,151,116,35
049,31605,Granby,2012,18,18,"1,886","1,886",2.396442186,"1,648",787,861
065,44320,Leadville,2016,17,0,"2,744","2,666",2.119236884,"1,697","1,258",439
083,20770,Dolores,2014,1,1,935,926,2.148491879,503,431,72
000,00000,COLORADO STATE,2016,"32,016",0,"5,542,951","5,423,119",2.507270833,"2,348,706","2,162,942","185,764"
111,00000,SAN JUAN COUNTY,2014,0,0,712,712,2.028490028,765,351,414
001,26270,Federal Heights,2018,0,59,"13,947","13,947",2.585171455,"5,522","5,395",127
073,03235,Arriba,2018,1,,200,200,2.040816327,133,98,35
003,01090,Alamosa,2013,49,56,"9,010","8,338",2.366732898,"3,793","3,523",270
035,12387,City of Castle Pines,2018,47,,"10,552","10,544",2.965963432,"3,715","3,555",160
119,00000,TELLER COUNTY,2017,132,0,"24,619","24,487",2.369556803,"13,256","10,334","2,922"
073,99990,Unincorp. Area,2018,6,,"2,563","1,666",2.416545718,870,689,181
049,37600,Hot Sulphur Springs,2011,1,1,650,617,2.487903226,311,248,63
059,83835,Westminster (Part),2015,11,11,"43,988","43,832",2.540838212,"17,393","17,251",142
085,51745,Montrose,2012,22,22,"18,911","18,463",2.373746464,"8,781","7,778","1,003"
029,17925,Crawford,2018,0,,425,425,2.401129944,212,177,35
015,60600,Poncha Springs,2018,6,43,952,952,2.305084746,462,413,49
999,32650,Green Mtn Falls (Total),2018,11,,892,868,1.990825688,621,436,185
113,54880,Norwood,2011,0,0,525,525,2.408256881,250,218,32
049,37600,Hot Sulphur Springs,2015,2,0,679,646,2.494208494,328,259,69
999,08070,Bow Mar (Total),2011,0,0,878,878,2.986394558,302,294,8
123,59005,Pierce,2010,0,0,836,836,2.670926518,337,313,24
105,72395,South Fork,2013,1,0,375,369,2.145348837,600,172,428
035,12387,City of Castle Pines,2012,13,14,"10,622","10,614",2.965632858,"3,657","3,579",78
017,14175,Cheyenne Wells,2015,1,0,834,807,2.152,432,375,57
039,23740,Elizabeth,2017,1,1,"1,427","1,427",2.776264591,533,514,19
041,32650,Green Mtn. Falls (Part),2016,8,0,839,815,1.992665037,577,409,168
119,32650,Green Mtn. Falls (Part),2018,0,,28,28,1.866666667,33,15,18
105,99990,Unincorp. Area,2014,17,12,"5,079","4,982",2.503517588,"3,199","1,990","1,209"
049,41560,Kremmling,2015,4,4,"1,400","1,396",2.226475279,697,627,70
109,00000,SAGUACHE COUNTY,2016,29,0,"6,419","6,401",2.305835735,"4,028","2,776","1,252"
093,01530,Alma,2015,1,1,289,289,1.965986395,196,147,49
109,67005,Saguache,2011,0,1,485,467,1.970464135,345,237,108
123,29185,Garden City,2011,0,0,237,237,2.116071429,128,112,16
123,37820,Hudson,2016,0,0,"1,591","1,591",2.908592322,562,547,15
013,07850,Boulder,2018,202,201,"106,456","96,354",2.160016141,"46,301","44,608","1,693"
107,55155,Oak Creek,2018,4,,944,944,2.247619048,517,420,97
017,99990,Unincorp. Area,2013,3,0,782,782,2.436137072,408,321,87
063,00000,KIT CARSON COUNTY,2011,2,0,"8,163","7,289",2.368865778,"3,529","3,077",452
013,39195,Jamestown,2014,1,1,284,284,2.088235294,143,136,7
059,03455,Arvada (Part),2013,417,417,"108,817","108,172",2.478394355,"44,503","43,646",857
117,07410,Blue River,2015,2,4,905,905,2.527932961,742,358,384
021,65740,Romeo,2018,1,,405,405,3.068181818,164,132,32
087,84770,Wiggins,2011,2,0,905,905,2.98679868,345,303,42
037,50920,Minturn,2017,5,0,"1,054","1,054",2.445475638,539,431,108
014,09280,Broomfield,2018,416,664,"69,453","68,809",2.59676202,"28,902","26,498","2,404"
005,16385,Columbine Valley,2018,17,,"1,480","1,480",2.556131261,586,579,7
095,99990,Unincorp. Area,2010,1,0,"1,155","1,155",2.516339869,535,459,76
021,67830,Sanford,2014,1,0,874,874,2.884488449,355,303,52
043,85155,Williamsburg,2014,0,0,652,652,2.556862745,282,255,27
057,82130,Walden,2013,0,29,580,578,2.079136691,378,278,100
103,62880,Rangely,2014,2,1,"2,379","2,171",2.461451247,"1,038",882,156
089,65190,Rocky Ford,2013,0,0,"3,871","3,801",2.399621212,"1,869","1,584",285
009,11645,Campo,2018,,,102,102,2.318181818,75,44,31
123,60160,Platteville,2013,0,0,"2,612","2,612",2.879823594,952,907,45
019,29735,Georgetown,2010,0,0,"1,056",970,1.916996047,758,506,252
097,00000,PITKIN COUNTY,2017,91,0,"17,941","17,869",2.085794327,"14,081","8,567","5,514"
097,99990,Unincorp. Area,2010,5,0,"6,740","6,720",2.301369863,"4,160","2,920","1,240"
005,99990,Unincorp. Area,2017,277,271,"95,037","94,339",2.646431777,"35,896","35,648",248
059,52350,Mountain View,2013,2,0,521,521,1.966037736,280,265,15
009,61315,Pritchett,2011,0,0,139,139,2.396551724,76,58,18
029,12635,Cedaredge,2015,5,0,"2,173","2,173",2.109708738,"1,189","1,030",159
123,59005,Pierce,2014,0,13,"1,007","1,007",2.671087533,389,377,12
037,04935,Basalt (Part),2018,16,23,"3,178","3,178",2.422256098,"1,527","1,312",215
045,30780,Glenwood Springs,2017,9,9,"9,998","9,821",2.497711089,"4,186","3,932",254
003,37380,Hooper,2012,0,0,103,103,2.340909091,62,44,18
059,75640,Superior (Part),2014,0,0,,,,0,,
043,00000,FREMONT COUNTY,2015,55,0,"46,295","38,144",2.313019223,"19,543","16,491","3,052"
067,05265,Bayfield,2015,13,14,"2,579","2,579",2.584168337,"1,047",998,49
019,38370,Idaho Sprgs,2013,0,0,"1,743","1,700",2.073170732,934,820,114
075,58235,Peetz,2016,1,0,234,234,2.463157895,107,95,12
119,80865,Victor,2010,0,0,398,398,1.868544601,337,213,124
013,45970,Longmont (Part),2013,378,378,"90,048","89,425",2.575382311,"35,649","34,723",926
029,12635,Cedaredge,2014,1,2,"2,177","2,177",2.109496124,"1,184","1,032",152
015,10105,Buena Vista,2012,9,0,"2,666","2,666",2.192434211,"1,404","1,216",188
037,04110,Avon,2011,7,0,"6,417","6,417",2.777922078,"3,622","2,310","1,312"
001,06090,Bennett (Part),2012,0,0,"2,019","2,019",2.739484396,772,737,35
043,00000,FREMONT COUNTY,2018,119,,"47,917","39,598",2.312832194,"19,819","17,121","2,698"
081,17760,Craig,2014,0,0,"8,848","8,749",2.472866026,"4,091","3,538",553
097,99990,Unincorp. Area,2012,17,0,"6,824","6,804",2.301420839,"4,205","2,956","1,249"
117,20440,Dillon,2018,11,,968,968,1.987679671,"1,331",487,844
095,00000,PHILLIPS COUNTY,2014,6,0,"4,390","4,330",2.368708972,"2,100","1,828",272
063,99990,Unincorp. Area,2014,0,0,"2,270","2,270",2.473856209,"1,112",918,194
051,33640,Gunnison,2011,13,12,"5,930","5,152",2.197952218,"2,676","2,344",332
095,00000,PHILLIPS COUNTY,2010,2,0,"4,465","4,405",2.409737418,"2,088","1,828",260
037,00000,EAGLE COUNTY,2015,243,0,"53,840","53,770",2.71223203,"31,862","19,825","12,037"
045,12045,Carbondale,2018,17,,"6,883","6,778",2.808951513,"2,581","2,413",168
039,23740,Elizabeth,2014,0,0,"1,382","1,382",2.775100402,531,498,33
013,99990,Unincorp. Area,2013,84,84,"44,807","44,754",2.334637454,"21,407","19,170","2,237"
037,04935,Basalt (Part),2015,0,0,"2,968","2,968",2.422857143,"1,401","1,225",176
123,32155,Greeley,2016,941,739,"104,313","99,453",2.63367936,"38,639","37,762",877
047,99990,Unincorp. Area,2016,16,16,"5,043","4,994",2.230906655,"3,060","2,239",821
049,37600,Hot Sulphur Springs,2012,4,0,637,604,2.485596708,315,243,72
005,04000,Aurora (Part),2017,"2,391","2,391","319,304","318,269",2.595868065,"123,296","122,606",690
043,27040,Florence,2017,5,0,"3,911","3,820",2.397991212,"1,765","1,593",172
125,99990,Unincorp. Area,2014,3,6,"3,987","3,987",2.538853503,"1,840","1,570",270
037,33695,Gypsum,2015,28,36,"6,919","6,919",3.224137931,"2,327","2,146",181
045,53395,New Castle,2012,0,0,"4,542","4,542",2.876504117,"1,719","1,579",140
999,12910,Central City (Total),2013,0,0,675,675,1.939655172,493,348,145
113,52550,Mountain Village,2012,3,2,"1,353","1,353",1.757142857,"2,075",770,"1,305"
021,00000,CONEJOS COUNTY,2012,13,0,"8,220","8,184",2.636597938,"4,321","3,104","1,217"
033,00000,DOLORES COUNTY,2011,0,0,"2,036","2,036",2.295377678,"1,468",887,581
121,56365,Otis,2018,1,,472,472,2.348258706,252,201,51
001,99990,Unincorp. Area,2016,329,0,"95,442","95,134",3.100277008,"31,253","30,685",568
001,06090,Bennett (Part),2013,0,0,"2,047","2,047",2.736631016,772,748,24
079,14765,City of Creede,2010,0,0,287,287,1.828025478,270,157,113
005,28105,Foxfield,2015,2,1,775,760,2.88973384,269,263,6
015,60600,Poncha Springs,2010,1,0,737,737,2.303125,363,320,43
061,69700,Sheridan Lake,2015,0,0,87,87,3,44,29,15
105,00000,RIO GRANDE COUNTY,2016,14,0,"11,335","11,137",2.466120461,"6,765","4,516","2,249"
999,12855,Center (Total),2010,0,0,"2,232","2,232",2.811083123,925,794,131
999,32650,Green Mtn Falls (Total),2014,3,3,845,821,1.987893462,602,413,189
101,00000,PUEBLO COUNTY,2011,247,246,"159,881","155,957",2.45756382,"69,854","63,460","6,394"
999,85485,Windsor (Total),2011,125,118,"19,391","19,288",2.754248179,"7,406","7,003",403
999,06090,Bennett (Total),2015,1,0,"2,480","2,480",2.780269058,899,892,7
